Evolutionary Prisoner's Dilemma Tournament Results
Generated on,2025-06-07 19:28:40
Termination Probability,75%
OpenAI Model Used,gpt-4o-mini-2024-07-18
Gemini Model Used,gemini-2.5-flash-preview-05-20

SECTION 1: POPULATION HISTORY
Phase,Alternator,Bayesian,Gemini,GenerousTFT,Gradual,GrimTrigger,OpenAI,Prober,Random,SuspiciousTFT,TitForTat,WinStayLoseShift
Phase 1,2,2,2,2,2,2,2,2,2,2,2,2
Phase 2,2,2,4,2,0,2,2,0,2,4,2,2
Phase 3,2,2,8,0,0,2,0,0,2,7,0,1
Phase 4,0,0,17,0,0,0,0,0,0,7,0,0
Phase 5,0,0,16,0,0,0,0,0,0,8,0,0

SECTION 2: STRATEGY PERFORMANCE BY PHASE
Phase,Strategy,ScorePerMove,ScorePerMatch,TotalScore,TotalRounds,MatchesPlayed
Phase 1,SuspiciousTFT,3.724,4.696,216,58,46
Phase 1,Gemini,3.576,4.587,211,59,46
Phase 1,Random,2.95,3.848,177,60,46
Phase 1,WinStayLoseShift,2.5,3.478,160,64,46
Phase 1,OpenAI,2.491,2.978,137,55,46
Phase 1,TitForTat,2.476,3.391,156,63,46
Phase 1,Alternator,2.458,3.152,145,59,46
Phase 1,GenerousTFT,2.45,3.196,147,60,46
Phase 1,GrimTrigger,2.421,3.0,138,57,46
Phase 1,Bayesian,2.333,3.196,147,63,46
Phase 1,Gradual,2.308,2.609,120,52,46
Phase 1,Prober,2.176,3.217,148,68,46
Phase 2,Gemini,3.183,4.152,382,120,92
Phase 2,SuspiciousTFT,3.025,3.913,360,119,92
Phase 2,Random,2.55,3.326,153,60,46
Phase 2,GrimTrigger,2.21,2.978,137,62,46
Phase 2,Alternator,2.197,2.913,134,61,46
Phase 2,Bayesian,2.138,2.696,124,58,46
Phase 2,WinStayLoseShift,2.082,2.761,127,61,46
Phase 2,TitForTat,2.0,2.391,110,55,46
Phase 2,GenerousTFT,1.885,2.5,115,61,46
Phase 2,OpenAI,1.852,2.457,113,61,46
Phase 3,Gemini,2.174,2.989,550,253,184
Phase 3,SuspiciousTFT,2.07,2.752,443,214,161
Phase 3,Random,1.406,1.957,90,64,46
Phase 3,Bayesian,1.226,1.413,65,53,46
Phase 3,GrimTrigger,1.222,1.674,77,63,46
Phase 3,Alternator,1.179,1.435,66,56,46
Phase 3,WinStayLoseShift,1.172,1.478,34,29,23
Phase 4,SuspiciousTFT,1.111,1.435,231,208,161
Phase 4,Gemini,1.058,1.435,561,530,391
Phase 5,Gemini,1.043,1.399,515,494,368
Phase 5,SuspiciousTFT,1.018,1.239,228,224,184

SECTION 3: COMPLETE MATCH AND ROUND DATA
Phase,Match,Round,Agent1,Agent2,Move1,Move2,Payoff1,Payoff2,Reasoning1,Reasoning2
Phase 5,274,1,Gemini_14,Gemini_15,D,D,1,1,"This is the first round, so there is no history to inform my decision about my opponent's likely move. The probability of the match ending after any given round is very high (75%), which means the expected number of future rounds is very low. This significantly reduces the importance of building a cooperative relationship and emphasizes maximizing my score in the current round, as it's highly likely to be the only or one of very few rounds played. In a single-round or short-expected-duration Prisoner's Dilemma, the dominant strategy is to defect. Defecting guarantees me a minimum of 1 point (if the opponent also defects) and a maximum of 5 points (if the opponent cooperates), whereas cooperating risks 0 points (if the opponent defects). Given the high termination probability, prioritizing immediate gain and avoiding a score of 0 is critical.","Since this is the very first round, I have no information about my opponent's past behavior. The match has a very high probability (75%) of ending after this round, which means it's highly likely to be a single-round game. In a single-round Prisoner's Dilemma, defecting is the dominant strategy regardless of the opponent's choice, as it always yields an equal or better payoff than cooperating. To maximize my score in this highly probable final round, I will choose to defect."
Phase 5,275,1,Gemini_14,Gemini_16,D,D,1,1,"This is the first round of the game, so there is no past history of moves to analyze. The game has a 75% probability of ending after any given round. This means there is a very high chance that this round will be the only one played, or that the game will be very short. The """"shadow of the future"""" is very short due to the high termination probability, which discounts the value of long-term cooperation. In a single-round Prisoner's Dilemma, defecting is the dominant strategy as it always yields a better or equal payoff for you regardless of the opponent's move (5 vs 3 if they cooperate, or 1 vs 0 if they defect). Given the high likelihood that this round might be the last, the incentives align strongly with defecting to maximize the immediate payoff and minimize risk. If I cooperate, I risk getting 0 points if my opponent defects, and the game could end immediately with me scoring nothing. If I defect, I am guaranteed at least 1 point (if the opponent also defects) and could get 5 points (if the opponent cooperates), which is the highest possible score in any single round. This strategy minimizes my downside risk and maximizes my potential gain in a game highly likely to be short.","This is the first round, and I have no prior information about my opponent's strategy. In the Prisoner's Dilemma, defecting is the dominant strategy in a single-shot game, as it always yields a better or equal payoff for me regardless of my opponent's move. Given the 75% probability of the match ending after any given round, the game is heavily biased towards single-round decision-making. The expected number of future rounds is very low, which significantly reduces the incentive to establish long-term cooperation and instead emphasizes maximizing immediate gains. If the game is likely to end quickly, the benefits of building trust for future rounds are heavily diminished. Therefore, to maximize my score in this match, I will defect."
Phase 5,275,2,Gemini_14,Gemini_16,D,D,1,1,"The opponent defected in the very first round. Given the high probability (75%) that the match will end after any given round, there is little incentive to try and establish cooperation or """"teach"""" the opponent to cooperate. My priority is to maximize my score in the current round. If I cooperate and the opponent continues to defect (which is the most likely scenario given their past move), I would receive 0 points. However, if I defect, I am guaranteed at least 1 point (if they continue to defect) or potentially 5 points (if they surprisingly decide to cooperate). Therefore, defecting is the safer and more rational choice to maximize my immediate score, especially as the game could end at any moment.","My opponent chose to defect in the first round. Given the very high probability (75%) that the match will end after any given round, there is little incentive to try and build trust or encourage cooperation for future rounds. My priority is to maximize my score in the current round. If I cooperate (C) and my opponent defects again, I receive 0 points, which is the worst possible outcome and particularly bad if the game ends here. If I defect (D) and my opponent defects again, I still receive 1 point. If my opponent were to unexpectedly cooperate, defecting would yield 5 points for me, compared to 3 points if I cooperated. Therefore, defecting is the dominant strategy for maximizing my score in this round, especially considering the opponent's previous move and the significant risk of the game ending."
Phase 5,276,1,Gemini_15,Gemini_16,D,D,1,1,"This is the very first round of the game, and there is no history of moves from either player. Given that the match has a 75% probability of ending after *any* given round, the expected length of the game is very short. There's a high chance this will be the only round played. In a single-round Prisoner's Dilemma, the dominant strategy is to defect. - If I cooperate (C): I get 3 points if the opponent cooperates, or 0 points if they defect. - If I defect (D): I get 5 points if the opponent cooperates, or 1 point if they defect. Comparing the outcomes, defecting always yields a better or equal score regardless of the opponent's move (5 vs 3, and 1 vs 0). Since there's a 75% chance the game ends after this round, maximizing the score in this initial round is paramount.","This is the first round of the game, so there is no prior history of moves to analyze. The game has a very high probability (75%) of ending after any given round, which means the expected number of future rounds is very low. In a single round of the Prisoner's Dilemma, defection is the dominant strategy regardless of what the opponent chooses. If I cooperate, I risk getting 0 points if the opponent defects. If I defect, I guarantee at least 1 point (if the opponent defects) or 5 points (if the opponent cooperates). Given the high probability of the game ending quickly, maximizing the immediate payoff is the most rational approach."
Phase 5,276,2,Gemini_15,Gemini_16,D,D,1,1,"The opponent defected in the first round. Given this aggressive start and the high probability (75%) that the game will end after this round, it is not rational to risk getting 0 points by cooperating. If I cooperate and the opponent continues to defect, I receive no points. If I defect, I am guaranteed at least 1 point (if they defect again) or potentially 5 points (if they surprisingly cooperate). Prioritizing avoiding the worst outcome (0 points) and maximizing immediate score is crucial in a short-term game.","The opponent defected in the first round, and I also defected. Given the high probability (75%) that the game will end after any given round, there is little incentive to try and establish cooperation or build long-term trust. My priority is to maximize my score in the immediate future, as the game is likely to conclude quickly. If I were to cooperate, and my opponent continues to defect (which is a reasonable assumption given their previous move and the nature of the game), I would receive 0 points. However, if I defect, and my opponent also defects, I would receive 1 point. If, by some chance, my opponent decides to cooperate while I defect, I would receive 5 points. The risk of getting 0 points by cooperating is too high in a short-term game where the opponent has already shown a willingness to defect. Therefore, a defensive move is the most rational choice to maximize my score."

SECTION 4: MATCH SUMMARY STATISTICS
Phase,Match,Agent1,Agent2,TotalRounds,TotalScore1,TotalScore2,AvgScore1,AvgScore2
Phase 1,1,TitForTat_1,TitForTat_2,1,3,3,3.0,3.0
Phase 1,2,TitForTat_1,GrimTrigger_1,1,3,3,3.0,3.0
Phase 1,3,TitForTat_1,GrimTrigger_2,1,3,3,3.0,3.0
Phase 1,4,TitForTat_1,WinStayLoseShift_1,1,3,3,3.0,3.0
Phase 1,5,TitForTat_1,WinStayLoseShift_2,1,3,3,3.0,3.0
Phase 1,6,TitForTat_1,Random_1,1,0,5,0.0,5.0
Phase 1,7,TitForTat_1,Random_2,1,3,3,3.0,3.0
Phase 1,8,TitForTat_1,GenerousTFT_1,5,15,15,3.0,3.0
Phase 1,9,TitForTat_1,GenerousTFT_2,1,3,3,3.0,3.0
Phase 1,10,TitForTat_1,SuspiciousTFT_1,2,5,5,2.5,2.5
Phase 1,11,TitForTat_1,SuspiciousTFT_2,1,0,5,0.0,5.0
Phase 1,12,TitForTat_1,Gradual_1,1,3,3,3.0,3.0
Phase 1,13,TitForTat_1,Gradual_2,3,9,9,3.0,3.0
Phase 1,14,TitForTat_1,Prober_1,1,3,3,3.0,3.0
Phase 1,15,TitForTat_1,Prober_2,1,3,3,3.0,3.0
Phase 1,16,TitForTat_1,Alternator_1,1,3,3,3.0,3.0
Phase 1,17,TitForTat_1,Alternator_2,1,3,3,3.0,3.0
Phase 1,18,TitForTat_1,Bayesian_1,1,3,3,3.0,3.0
Phase 1,19,TitForTat_1,Bayesian_2,1,3,3,3.0,3.0
Phase 1,20,TitForTat_1,OpenAI_1,1,3,3,3.0,3.0
Phase 1,21,TitForTat_1,OpenAI_2,2,6,6,3.0,3.0
Phase 1,22,TitForTat_1,Gemini_1,1,0,5,0.0,5.0
Phase 1,23,TitForTat_1,Gemini_2,2,1,6,0.5,3.0
Phase 1,24,TitForTat_2,GrimTrigger_1,1,3,3,3.0,3.0
Phase 1,25,TitForTat_2,GrimTrigger_2,1,3,3,3.0,3.0
Phase 1,26,TitForTat_2,WinStayLoseShift_1,5,15,15,3.0,3.0
Phase 1,27,TitForTat_2,WinStayLoseShift_2,3,9,9,3.0,3.0
Phase 1,28,TitForTat_2,Random_1,1,3,3,3.0,3.0
Phase 1,29,TitForTat_2,Random_2,1,0,5,0.0,5.0
Phase 1,30,TitForTat_2,GenerousTFT_1,1,3,3,3.0,3.0
Phase 1,31,TitForTat_2,GenerousTFT_2,1,3,3,3.0,3.0
Phase 1,32,TitForTat_2,SuspiciousTFT_1,1,0,5,0.0,5.0
Phase 1,33,TitForTat_2,SuspiciousTFT_2,1,0,5,0.0,5.0
Phase 1,34,TitForTat_2,Gradual_1,1,3,3,3.0,3.0
Phase 1,35,TitForTat_2,Gradual_2,1,3,3,3.0,3.0
Phase 1,36,TitForTat_2,Prober_1,1,3,3,3.0,3.0
Phase 1,37,TitForTat_2,Prober_2,2,3,8,1.5,4.0
Phase 1,38,TitForTat_2,Alternator_1,1,3,3,3.0,3.0
Phase 1,39,TitForTat_2,Alternator_2,1,3,3,3.0,3.0
Phase 1,40,TitForTat_2,Bayesian_1,1,3,3,3.0,3.0
Phase 1,41,TitForTat_2,Bayesian_2,2,6,6,3.0,3.0
Phase 1,42,TitForTat_2,OpenAI_1,1,3,3,3.0,3.0
Phase 1,43,TitForTat_2,OpenAI_2,1,3,3,3.0,3.0
Phase 1,44,TitForTat_2,Gemini_1,1,0,5,0.0,5.0
Phase 1,45,TitForTat_2,Gemini_2,1,0,5,0.0,5.0
Phase 1,46,GrimTrigger_1,GrimTrigger_2,1,3,3,3.0,3.0
Phase 1,47,GrimTrigger_1,WinStayLoseShift_1,1,3,3,3.0,3.0
Phase 1,48,GrimTrigger_1,WinStayLoseShift_2,1,3,3,3.0,3.0
Phase 1,49,GrimTrigger_1,Random_1,1,0,5,0.0,5.0
Phase 1,50,GrimTrigger_1,Random_2,2,5,5,2.5,2.5
Phase 1,51,GrimTrigger_1,GenerousTFT_1,1,3,3,3.0,3.0
Phase 1,52,GrimTrigger_1,GenerousTFT_2,1,3,3,3.0,3.0
Phase 1,53,GrimTrigger_1,SuspiciousTFT_1,1,0,5,0.0,5.0
Phase 1,54,GrimTrigger_1,SuspiciousTFT_2,1,0,5,0.0,5.0
Phase 1,55,GrimTrigger_1,Gradual_1,1,3,3,3.0,3.0
Phase 1,56,GrimTrigger_1,Gradual_2,1,3,3,3.0,3.0
Phase 1,57,GrimTrigger_1,Prober_1,1,3,3,3.0,3.0
Phase 1,58,GrimTrigger_1,Prober_2,1,3,3,3.0,3.0
Phase 1,59,GrimTrigger_1,Alternator_1,1,3,3,3.0,3.0
Phase 1,60,GrimTrigger_1,Alternator_2,1,3,3,3.0,3.0
Phase 1,61,GrimTrigger_1,Bayesian_1,1,3,3,3.0,3.0
Phase 1,62,GrimTrigger_1,Bayesian_2,2,6,6,3.0,3.0
Phase 1,63,GrimTrigger_1,OpenAI_1,1,3,3,3.0,3.0
Phase 1,64,GrimTrigger_1,OpenAI_2,1,3,3,3.0,3.0
Phase 1,65,GrimTrigger_1,Gemini_1,1,0,5,0.0,5.0
Phase 1,66,GrimTrigger_1,Gemini_2,1,0,5,0.0,5.0
Phase 1,67,GrimTrigger_2,WinStayLoseShift_1,1,3,3,3.0,3.0
Phase 1,68,GrimTrigger_2,WinStayLoseShift_2,1,3,3,3.0,3.0
Phase 1,69,GrimTrigger_2,Random_1,2,6,6,3.0,3.0
Phase 1,70,GrimTrigger_2,Random_2,2,5,5,2.5,2.5
Phase 1,71,GrimTrigger_2,GenerousTFT_1,1,3,3,3.0,3.0
Phase 1,72,GrimTrigger_2,GenerousTFT_2,4,12,12,3.0,3.0
Phase 1,73,GrimTrigger_2,SuspiciousTFT_1,1,0,5,0.0,5.0
Phase 1,74,GrimTrigger_2,SuspiciousTFT_2,3,6,6,2.0,2.0
Phase 1,75,GrimTrigger_2,Gradual_1,1,3,3,3.0,3.0
Phase 1,76,GrimTrigger_2,Gradual_2,1,3,3,3.0,3.0
Phase 1,77,GrimTrigger_2,Prober_1,1,3,3,3.0,3.0
Phase 1,78,GrimTrigger_2,Prober_2,1,3,3,3.0,3.0
Phase 1,79,GrimTrigger_2,Alternator_1,1,3,3,3.0,3.0
Phase 1,80,GrimTrigger_2,Alternator_2,1,3,3,3.0,3.0
Phase 1,81,GrimTrigger_2,Bayesian_1,1,3,3,3.0,3.0
Phase 1,82,GrimTrigger_2,Bayesian_2,1,3,3,3.0,3.0
Phase 1,83,GrimTrigger_2,OpenAI_1,1,3,3,3.0,3.0
Phase 1,84,GrimTrigger_2,OpenAI_2,1,3,3,3.0,3.0
Phase 1,85,GrimTrigger_2,Gemini_1,1,0,5,0.0,5.0
Phase 1,86,GrimTrigger_2,Gemini_2,3,2,7,0.667,2.333
Phase 1,87,WinStayLoseShift_1,WinStayLoseShift_2,2,6,6,3.0,3.0
Phase 1,88,WinStayLoseShift_1,Random_1,1,3,3,3.0,3.0
Phase 1,89,WinStayLoseShift_1,Random_2,1,0,5,0.0,5.0
Phase 1,90,WinStayLoseShift_1,GenerousTFT_1,1,3,3,3.0,3.0
Phase 1,91,WinStayLoseShift_1,GenerousTFT_2,1,3,3,3.0,3.0
Phase 1,92,WinStayLoseShift_1,SuspiciousTFT_1,2,5,5,2.5,2.5
Phase 1,93,WinStayLoseShift_1,SuspiciousTFT_2,1,0,5,0.0,5.0
Phase 1,94,WinStayLoseShift_1,Gradual_1,1,3,3,3.0,3.0
Phase 1,95,WinStayLoseShift_1,Gradual_2,1,3,3,3.0,3.0
Phase 1,96,WinStayLoseShift_1,Prober_1,3,8,8,2.667,2.667
Phase 1,97,WinStayLoseShift_1,Prober_2,1,3,3,3.0,3.0
Phase 1,98,WinStayLoseShift_1,Alternator_1,1,3,3,3.0,3.0
Phase 1,99,WinStayLoseShift_1,Alternator_2,1,3,3,3.0,3.0
Phase 1,100,WinStayLoseShift_1,Bayesian_1,2,6,6,3.0,3.0
Phase 1,101,WinStayLoseShift_1,Bayesian_2,1,3,3,3.0,3.0
Phase 1,102,WinStayLoseShift_1,OpenAI_1,1,3,3,3.0,3.0
Phase 1,103,WinStayLoseShift_1,OpenAI_2,2,6,6,3.0,3.0
Phase 1,104,WinStayLoseShift_1,Gemini_1,1,0,5,0.0,5.0
Phase 1,105,WinStayLoseShift_1,Gemini_2,2,1,6,0.5,3.0
Phase 1,106,WinStayLoseShift_2,Random_1,1,0,5,0.0,5.0
Phase 1,107,WinStayLoseShift_2,Random_2,1,3,3,3.0,3.0
Phase 1,108,WinStayLoseShift_2,GenerousTFT_1,1,3,3,3.0,3.0
Phase 1,109,WinStayLoseShift_2,GenerousTFT_2,1,3,3,3.0,3.0
Phase 1,110,WinStayLoseShift_2,SuspiciousTFT_1,3,5,10,1.667,3.333
Phase 1,111,WinStayLoseShift_2,SuspiciousTFT_2,1,0,5,0.0,5.0
Phase 1,112,WinStayLoseShift_2,Gradual_1,1,3,3,3.0,3.0
Phase 1,113,WinStayLoseShift_2,Gradual_2,1,3,3,3.0,3.0
Phase 1,114,WinStayLoseShift_2,Prober_1,1,3,3,3.0,3.0
Phase 1,115,WinStayLoseShift_2,Prober_2,1,3,3,3.0,3.0
Phase 1,116,WinStayLoseShift_2,Alternator_1,1,3,3,3.0,3.0
Phase 1,117,WinStayLoseShift_2,Alternator_2,1,3,3,3.0,3.0
Phase 1,118,WinStayLoseShift_2,Bayesian_1,3,9,9,3.0,3.0
Phase 1,119,WinStayLoseShift_2,Bayesian_2,1,3,3,3.0,3.0
Phase 1,120,WinStayLoseShift_2,OpenAI_1,1,3,3,3.0,3.0
Phase 1,121,WinStayLoseShift_2,OpenAI_2,1,3,3,3.0,3.0
Phase 1,122,WinStayLoseShift_2,Gemini_1,1,0,5,0.0,5.0
Phase 1,123,WinStayLoseShift_2,Gemini_2,1,0,5,0.0,5.0
Phase 1,124,Random_1,Random_2,2,5,5,2.5,2.5
Phase 1,125,Random_1,GenerousTFT_1,1,3,3,3.0,3.0
Phase 1,126,Random_1,GenerousTFT_2,1,3,3,3.0,3.0
Phase 1,127,Random_1,SuspiciousTFT_1,1,1,1,1.0,1.0
Phase 1,128,Random_1,SuspiciousTFT_2,1,0,5,0.0,5.0
Phase 1,129,Random_1,Gradual_1,1,5,0,5.0,0.0
Phase 1,130,Random_1,Gradual_2,1,3,3,3.0,3.0
Phase 1,131,Random_1,Prober_1,2,6,1,3.0,0.5
Phase 1,132,Random_1,Prober_2,1,5,0,5.0,0.0
Phase 1,133,Random_1,Alternator_1,2,3,8,1.5,4.0
Phase 1,134,Random_1,Alternator_2,2,6,1,3.0,0.5
Phase 1,135,Random_1,Bayesian_1,1,5,0,5.0,0.0
Phase 1,136,Random_1,Bayesian_2,1,5,0,5.0,0.0
Phase 1,137,Random_1,OpenAI_1,1,3,3,3.0,3.0
Phase 1,138,Random_1,OpenAI_2,2,5,5,2.5,2.5
Phase 1,139,Random_1,Gemini_1,1,1,1,1.0,1.0
Phase 1,140,Random_1,Gemini_2,1,1,1,1.0,1.0
Phase 1,141,Random_2,GenerousTFT_1,1,5,0,5.0,0.0
Phase 1,142,Random_2,GenerousTFT_2,2,5,5,2.5,2.5
Phase 1,143,Random_2,SuspiciousTFT_1,2,1,6,0.5,3.0
Phase 1,144,Random_2,SuspiciousTFT_2,1,0,5,0.0,5.0
Phase 1,145,Random_2,Gradual_1,1,3,3,3.0,3.0
Phase 1,146,Random_2,Gradual_2,1,5,0,5.0,0.0
Phase 1,147,Random_2,Prober_1,2,4,4,2.0,2.0
Phase 1,148,Random_2,Prober_2,1,5,0,5.0,0.0
Phase 1,149,Random_2,Alternator_1,1,5,0,5.0,0.0
Phase 1,150,Random_2,Alternator_2,3,9,4,3.0,1.333
Phase 1,151,Random_2,Bayesian_1,1,3,3,3.0,3.0
Phase 1,152,Random_2,Bayesian_2,1,5,0,5.0,0.0
Phase 1,153,Random_2,OpenAI_1,1,3,3,3.0,3.0
Phase 1,154,Random_2,OpenAI_2,1,5,0,5.0,0.0
Phase 1,155,Random_2,Gemini_1,1,0,5,0.0,5.0
Phase 1,156,Random_2,Gemini_2,1,1,1,1.0,1.0
Phase 1,157,GenerousTFT_1,GenerousTFT_2,1,3,3,3.0,3.0
Phase 1,158,GenerousTFT_1,SuspiciousTFT_1,1,0,5,0.0,5.0
Phase 1,159,GenerousTFT_1,SuspiciousTFT_2,1,0,5,0.0,5.0
Phase 1,160,GenerousTFT_1,Gradual_1,1,3,3,3.0,3.0
Phase 1,161,GenerousTFT_1,Gradual_2,1,3,3,3.0,3.0
Phase 1,162,GenerousTFT_1,Prober_1,1,3,3,3.0,3.0
Phase 1,163,GenerousTFT_1,Prober_2,3,8,8,2.667,2.667
Phase 1,164,GenerousTFT_1,Alternator_1,1,3,3,3.0,3.0
Phase 1,165,GenerousTFT_1,Alternator_2,1,3,3,3.0,3.0
Phase 1,166,GenerousTFT_1,Bayesian_1,1,3,3,3.0,3.0
Phase 1,167,GenerousTFT_1,Bayesian_2,2,6,6,3.0,3.0
Phase 1,168,GenerousTFT_1,OpenAI_1,2,6,6,3.0,3.0
Phase 1,169,GenerousTFT_1,OpenAI_2,1,3,3,3.0,3.0
Phase 1,170,GenerousTFT_1,Gemini_1,1,0,5,0.0,5.0
Phase 1,171,GenerousTFT_1,Gemini_2,3,2,7,0.667,2.333
Phase 1,172,GenerousTFT_2,SuspiciousTFT_1,1,0,5,0.0,5.0
Phase 1,173,GenerousTFT_2,SuspiciousTFT_2,1,0,5,0.0,5.0
Phase 1,174,GenerousTFT_2,Gradual_1,1,3,3,3.0,3.0
Phase 1,175,GenerousTFT_2,Gradual_2,1,3,3,3.0,3.0
Phase 1,176,GenerousTFT_2,Prober_1,1,3,3,3.0,3.0
Phase 1,177,GenerousTFT_2,Prober_2,1,3,3,3.0,3.0
Phase 1,178,GenerousTFT_2,Alternator_1,1,3,3,3.0,3.0
Phase 1,179,GenerousTFT_2,Alternator_2,1,3,3,3.0,3.0
Phase 1,180,GenerousTFT_2,Bayesian_1,1,3,3,3.0,3.0
Phase 1,181,GenerousTFT_2,Bayesian_2,1,3,3,3.0,3.0
Phase 1,182,GenerousTFT_2,OpenAI_1,1,3,3,3.0,3.0
Phase 1,183,GenerousTFT_2,OpenAI_2,1,3,3,3.0,3.0
Phase 1,184,GenerousTFT_2,Gemini_1,1,0,5,0.0,5.0
Phase 1,185,GenerousTFT_2,Gemini_2,1,0,5,0.0,5.0
Phase 1,186,SuspiciousTFT_1,SuspiciousTFT_2,1,1,1,1.0,1.0
Phase 1,187,SuspiciousTFT_1,Gradual_1,1,5,0,5.0,0.0
Phase 1,188,SuspiciousTFT_1,Gradual_2,1,5,0,5.0,0.0
Phase 1,189,SuspiciousTFT_1,Prober_1,1,5,0,5.0,0.0
Phase 1,190,SuspiciousTFT_1,Prober_2,1,5,0,5.0,0.0
Phase 1,191,SuspiciousTFT_1,Alternator_1,1,5,0,5.0,0.0
Phase 1,192,SuspiciousTFT_1,Alternator_2,1,5,0,5.0,0.0
Phase 1,193,SuspiciousTFT_1,Bayesian_1,2,5,5,2.5,2.5
Phase 1,194,SuspiciousTFT_1,Bayesian_2,1,5,0,5.0,0.0
Phase 1,195,SuspiciousTFT_1,OpenAI_1,1,5,0,5.0,0.0
Phase 1,196,SuspiciousTFT_1,OpenAI_2,1,5,0,5.0,0.0
Phase 1,197,SuspiciousTFT_1,Gemini_1,1,1,1,1.0,1.0
Phase 1,198,SuspiciousTFT_1,Gemini_2,2,2,2,1.0,1.0
Phase 1,199,SuspiciousTFT_2,Gradual_1,1,5,0,5.0,0.0
Phase 1,200,SuspiciousTFT_2,Gradual_2,1,5,0,5.0,0.0
Phase 1,201,SuspiciousTFT_2,Prober_1,1,5,0,5.0,0.0
Phase 1,202,SuspiciousTFT_2,Prober_2,1,5,0,5.0,0.0
Phase 1,203,SuspiciousTFT_2,Alternator_1,1,5,0,5.0,0.0
Phase 1,204,SuspiciousTFT_2,Alternator_2,1,5,0,5.0,0.0
Phase 1,205,SuspiciousTFT_2,Bayesian_1,3,10,5,3.333,1.667
Phase 1,206,SuspiciousTFT_2,Bayesian_2,1,5,0,5.0,0.0
Phase 1,207,SuspiciousTFT_2,OpenAI_1,1,5,0,5.0,0.0
Phase 1,208,SuspiciousTFT_2,OpenAI_2,1,5,0,5.0,0.0
Phase 1,209,SuspiciousTFT_2,Gemini_1,1,1,1,1.0,1.0
Phase 1,210,SuspiciousTFT_2,Gemini_2,2,2,2,1.0,1.0
Phase 1,211,Gradual_1,Gradual_2,1,3,3,3.0,3.0
Phase 1,212,Gradual_1,Prober_1,1,3,3,3.0,3.0
Phase 1,213,Gradual_1,Prober_2,1,3,3,3.0,3.0
Phase 1,214,Gradual_1,Alternator_1,1,3,3,3.0,3.0
Phase 1,215,Gradual_1,Alternator_2,2,3,8,1.5,4.0
Phase 1,216,Gradual_1,Bayesian_1,1,3,3,3.0,3.0
Phase 1,217,Gradual_1,Bayesian_2,1,3,3,3.0,3.0
Phase 1,218,Gradual_1,OpenAI_1,1,3,3,3.0,3.0
Phase 1,219,Gradual_1,OpenAI_2,2,6,6,3.0,3.0
Phase 1,220,Gradual_1,Gemini_1,1,0,5,0.0,5.0
Phase 1,221,Gradual_1,Gemini_2,1,0,5,0.0,5.0
Phase 1,222,Gradual_2,Prober_1,1,3,3,3.0,3.0
Phase 1,223,Gradual_2,Prober_2,1,3,3,3.0,3.0
Phase 1,224,Gradual_2,Alternator_1,2,3,8,1.5,4.0
Phase 1,225,Gradual_2,Alternator_2,1,3,3,3.0,3.0
Phase 1,226,Gradual_2,Bayesian_1,1,3,3,3.0,3.0
Phase 1,227,Gradual_2,Bayesian_2,2,6,6,3.0,3.0
Phase 1,228,Gradual_2,OpenAI_1,1,3,3,3.0,3.0
Phase 1,229,Gradual_2,OpenAI_2,1,3,3,3.0,3.0
Phase 1,230,Gradual_2,Gemini_1,1,0,5,0.0,5.0
Phase 1,231,Gradual_2,Gemini_2,1,0,5,0.0,5.0
Phase 1,232,Prober_1,Prober_2,3,7,7,2.333,2.333
Phase 1,233,Prober_1,Alternator_1,4,7,12,1.75,3.0
Phase 1,234,Prober_1,Alternator_2,1,3,3,3.0,3.0
Phase 1,235,Prober_1,Bayesian_1,1,3,3,3.0,3.0
Phase 1,236,Prober_1,Bayesian_2,1,3,3,3.0,3.0
Phase 1,237,Prober_1,OpenAI_1,1,3,3,3.0,3.0
Phase 1,238,Prober_1,OpenAI_2,1,3,3,3.0,3.0
Phase 1,239,Prober_1,Gemini_1,1,0,5,0.0,5.0
Phase 1,240,Prober_1,Gemini_2,4,2,12,0.5,3.0
Phase 1,241,Prober_2,Alternator_1,1,3,3,3.0,3.0
Phase 1,242,Prober_2,Alternator_2,2,4,4,2.0,2.0
Phase 1,243,Prober_2,Bayesian_1,2,8,3,4.0,1.5
Phase 1,244,Prober_2,Bayesian_2,3,8,8,2.667,2.667
Phase 1,245,Prober_2,OpenAI_1,1,3,3,3.0,3.0
Phase 1,246,Prober_2,OpenAI_2,1,3,3,3.0,3.0
Phase 1,247,Prober_2,Gemini_1,1,0,5,0.0,5.0
Phase 1,248,Prober_2,Gemini_2,2,1,6,0.5,3.0
Phase 1,249,Alternator_1,Alternator_2,1,3,3,3.0,3.0
Phase 1,250,Alternator_1,Bayesian_1,2,8,3,4.0,1.5
Phase 1,251,Alternator_1,Bayesian_2,1,3,3,3.0,3.0
Phase 1,252,Alternator_1,OpenAI_1,1,3,3,3.0,3.0
Phase 1,253,Alternator_1,OpenAI_2,1,3,3,3.0,3.0
Phase 1,254,Alternator_1,Gemini_1,1,0,5,0.0,5.0
Phase 1,255,Alternator_1,Gemini_2,1,0,5,0.0,5.0
Phase 1,256,Alternator_2,Bayesian_1,3,8,8,2.667,2.667
Phase 1,257,Alternator_2,Bayesian_2,1,3,3,3.0,3.0
Phase 1,258,Alternator_2,OpenAI_1,1,3,3,3.0,3.0
